Gene Symbol	CUI Term	Phenotype Name	
TPM3	C0206157	Nemaline myopathy	
ACTA2	C2673186	Aortic aneurysm, familial thoracic 6	
ACTA2	C3151201	Multisystemic smooth muscle dysfunction syndrome	
ACTA2	C3279690	Moyamoya disease 5	
ACTA2	C0162872	Aortic Aneurysm, Thoracic	
MFAP5	C0162872	Aortic Aneurysm, Thoracic	
MYH11	C0162872	Aortic Aneurysm, Thoracic	
MYLK	C0162872	Aortic Aneurysm, Thoracic	
PRKG1	C0162872	Aortic Aneurysm, Thoracic	
SMAD3	C0162872	Aortic Aneurysm, Thoracic	
TGFBR1	C0162872	Aortic Aneurysm, Thoracic	
TGFBR2	C0162872	Aortic Aneurysm, Thoracic	
ACTB	C1846331	Juvenile-onset dystonia	
ACTB	C1855722	Baraitser-Winter syndrome 1	
ACTC1	C0949658	Familial hypertrophic cardiomyopathy 11	
ACTC1	C2748552	Atrial septal defect 5	
ACTC1	C0018817	Atrial septal defect	
GATA4	C0018817	Atrial septal defect	
MYH6	C0018817	Atrial septal defect	
TBX20	C0018817	Atrial septal defect	
TLL1	C0018817	Atrial septal defect	
ACTN2	C0949658	Familial hypertrophic cardiomyopathy 11	
CALR3	C0949658	Familial hypertrophic cardiomyopathy 11	
CAV3	C0949658	Familial hypertrophic cardiomyopathy 11	
CSRP3	C0949658	Familial hypertrophic cardiomyopathy 11	
JPH2	C0949658	Familial hypertrophic cardiomyopathy 11	
MYBPC3	C0949658	Familial hypertrophic cardiomyopathy 11	
MYH6	C0949658	Familial hypertrophic cardiomyopathy 11	
MYH7	C0949658	Familial hypertrophic cardiomyopathy 11	
MYL2	C0949658	Familial hypertrophic cardiomyopathy 11	
MYL3	C0949658	Familial hypertrophic cardiomyopathy 11	
MYLK2	C0949658	Familial hypertrophic cardiomyopathy 11	
MYOZ2	C0949658	Familial hypertrophic cardiomyopathy 11	
NEXN	C0949658	Familial hypertrophic cardiomyopathy 11	
PLN	C0949658	Familial hypertrophic cardiomyopathy 11	
PRKAG2	C0949658	Familial hypertrophic cardiomyopathy 11	
TCAP	C0949658	Familial hypertrophic cardiomyopathy 11	
TNNC1	C0949658	Familial hypertrophic cardiomyopathy 11	
TNNI3	C0949658	Familial hypertrophic cardiomyopathy 11	
TNNT2	C0949658	Familial hypertrophic cardiomyopathy 11	
TPM1	C0949658	Familial hypertrophic cardiomyopathy 11	
TTN	C0949658	Familial hypertrophic cardiomyopathy 11	
VCL	C0949658	Familial hypertrophic cardiomyopathy 11	
ACTG1	C1858172	Deafness, autosomal dominant 20	
ACTG1	C3281235	Baraitser-Winter Syndrome 2	
ACTG1	C0339789	Hereditary hearing loss and deafness	
ADCY1	C0339789	Hereditary hearing loss and deafness	
ADGRV1	C0339789	Hereditary hearing loss and deafness	
APOPT1	C0339789	Hereditary hearing loss and deafness	
ATP2B2	C0339789	Hereditary hearing loss and deafness	
ATP5E	C0339789	Hereditary hearing loss and deafness	
ATPAF2	C0339789	Hereditary hearing loss and deafness	
BCS1L	C0339789	Hereditary hearing loss and deafness	
BTD	C0339789	Hereditary hearing loss and deafness	
CCDC50	C0339789	Hereditary hearing loss and deafness	
CDH23	C0339789	Hereditary hearing loss and deafness	
CIB2	C0339789	Hereditary hearing loss and deafness	
CLDN14	C0339789	Hereditary hearing loss and deafness	
CLPP	C0339789	Hereditary hearing loss and deafness	
CLRN1	C0339789	Hereditary hearing loss and deafness	
COA5	C0339789	Hereditary hearing loss and deafness	
COCH	C0339789	Hereditary hearing loss and deafness	
COL11A1	C0339789	Hereditary hearing loss and deafness	
COL11A2	C0339789	Hereditary hearing loss and deafness	
COL2A1	C0339789	Hereditary hearing loss and deafness	
COL4A3	C0339789	Hereditary hearing loss and deafness	
COL4A4	C0339789	Hereditary hearing loss and deafness	
COL4A5	C0339789	Hereditary hearing loss and deafness	
COL9A1	C0339789	Hereditary hearing loss and deafness	
COL9A2	C0339789	Hereditary hearing loss and deafness	
COX10	C0339789	Hereditary hearing loss and deafness	
COX14	C0339789	Hereditary hearing loss and deafness	
COX15	C0339789	Hereditary hearing loss and deafness	
COX20	C0339789	Hereditary hearing loss and deafness	
COX6B1	C0339789	Hereditary hearing loss and deafness	
DCDC2	C0339789	Hereditary hearing loss and deafness	
DFNA5	C0339789	Hereditary hearing loss and deafness	
DGUOK	C0339789	Hereditary hearing loss and deafness	
DIABLO	C0339789	Hereditary hearing loss and deafness	
DIAPH1	C0339789	Hereditary hearing loss and deafness	
DLAT	C0339789	Hereditary hearing loss and deafness	
DLD	C0339789	Hereditary hearing loss and deafness	
EDN3	C0339789	Hereditary hearing loss and deafness	
EDNRB	C0339789	Hereditary hearing loss and deafness	
ESPN	C0339789	Hereditary hearing loss and deafness	
ESRRB	C0339789	Hereditary hearing loss and deafness	
EYA1	C0339789	Hereditary hearing loss and deafness	
EYA4	C0339789	Hereditary hearing loss and deafness	
FASTKD2	C0339789	Hereditary hearing loss and deafness	
FBXL4	C0339789	Hereditary hearing loss and deafness	
FOXI1	C0339789	Hereditary hearing loss and deafness	
FOXRED1	C0339789	Hereditary hearing loss and deafness	
GIPC3	C0339789	Hereditary hearing loss and deafness	
GJB2	C0339789	Hereditary hearing loss and deafness	
GJB3	C0339789	Hereditary hearing loss and deafness	
GJB6	C0339789	Hereditary hearing loss and deafness	
GPSM2	C0339789	Hereditary hearing loss and deafness	
GRHL2	C0339789	Hereditary hearing loss and deafness	
GRXCR1	C0339789	Hereditary hearing loss and deafness	
HGF	C0339789	Hereditary hearing loss and deafness	
ILDR1	C0339789	Hereditary hearing loss and deafness	
KARS	C0339789	Hereditary hearing loss and deafness	
KCNE1	C0339789	Hereditary hearing loss and deafness	
KCNJ10	C0339789	Hereditary hearing loss and deafness	
KCNQ1	C0339789	Hereditary hearing loss and deafness	
KCNQ4	C0339789	Hereditary hearing loss and deafness	
LHFPL5	C0339789	Hereditary hearing loss and deafness	
LOXHD1	C0339789	Hereditary hearing loss and deafness	
LRPPRC	C0339789	Hereditary hearing loss and deafness	
LRTOMT	C0339789	Hereditary hearing loss and deafness	
MARVELD2	C0339789	Hereditary hearing loss and deafness	
MGME1	C0339789	Hereditary hearing loss and deafness	
MIR96	C0339789	Hereditary hearing loss and deafness	
MITF	C0339789	Hereditary hearing loss and deafness	
MPV17	C0339789	Hereditary hearing loss and deafness	
MSRB3	C0339789	Hereditary hearing loss and deafness	
MT-ATP6	C0339789	Hereditary hearing loss and deafness	
MT-CO1	C0339789	Hereditary hearing loss and deafness	
MT-ND1	C0339789	Hereditary hearing loss and deafness	
MT-ND4	C0339789	Hereditary hearing loss and deafness	
MT-ND5	C0339789	Hereditary hearing loss and deafness	
MT-ND6	C0339789	Hereditary hearing loss and deafness	
MT-RNR1	C0339789	Hereditary hearing loss and deafness	
MT-TA	C0339789	Hereditary hearing loss and deafness	
MT-TC	C0339789	Hereditary hearing loss and deafness	
MT-TD	C0339789	Hereditary hearing loss and deafness	
MT-TF	C0339789	Hereditary hearing loss and deafness	
MT-TH	C0339789	Hereditary hearing loss and deafness	
MT-TK	C0339789	Hereditary hearing loss and deafness	
MT-TL1	C0339789	Hereditary hearing loss and deafness	
MT-TL2	C0339789	Hereditary hearing loss and deafness	
MT-TM	C0339789	Hereditary hearing loss and deafness	
MT-TN	C0339789	Hereditary hearing loss and deafness	
MT-TQ	C0339789	Hereditary hearing loss and deafness	
MT-TR	C0339789	Hereditary hearing loss and deafness	
MT-TS1	C0339789	Hereditary hearing loss and deafness	
MT-TS2	C0339789	Hereditary hearing loss and deafness	
MT-TT	C0339789	Hereditary hearing loss and deafness	
MT-TV	C0339789	Hereditary hearing loss and deafness	
MT-TW	C0339789	Hereditary hearing loss and deafness	
MT-TY	C0339789	Hereditary hearing loss and deafness	
MYH14	C0339789	Hereditary hearing loss and deafness	
MYH9	C0339789	Hereditary hearing loss and deafness	
MYO15A	C0339789	Hereditary hearing loss and deafness	
MYO1A	C0339789	Hereditary hearing loss and deafness	
MYO3A	C0339789	Hereditary hearing loss and deafness	
MYO6	C0339789	Hereditary hearing loss and deafness	
MYO7A	C0339789	Hereditary hearing loss and deafness	
NDUFA1	C0339789	Hereditary hearing loss and deafness	
NDUFA10	C0339789	Hereditary hearing loss and deafness	
NDUFA11	C0339789	Hereditary hearing loss and deafness	
NDUFA12	C0339789	Hereditary hearing loss and deafness	
NDUFA2	C0339789	Hereditary hearing loss and deafness	
NDUFA9	C0339789	Hereditary hearing loss and deafness	
NDUFAF1	C0339789	Hereditary hearing loss and deafness	
NDUFAF2	C0339789	Hereditary hearing loss and deafness	
NDUFAF3	C0339789	Hereditary hearing loss and deafness	
NDUFAF4	C0339789	Hereditary hearing loss and deafness	
NDUFAF5	C0339789	Hereditary hearing loss and deafness	
NDUFAF6	C0339789	Hereditary hearing loss and deafness	
NDUFB3	C0339789	Hereditary hearing loss and deafness	
NDUFB9	C0339789	Hereditary hearing loss and deafness	
NDUFS1	C0339789	Hereditary hearing loss and deafness	
NDUFS2	C0339789	Hereditary hearing loss and deafness	
NDUFS3	C0339789	Hereditary hearing loss and deafness	
NDUFS4	C0339789	Hereditary hearing loss and deafness	
NDUFS6	C0339789	Hereditary hearing loss and deafness	
NDUFS7	C0339789	Hereditary hearing loss and deafness	
NDUFS8	C0339789	Hereditary hearing loss and deafness	
NDUFV1	C0339789	Hereditary hearing loss and deafness	
NDUFV2	C0339789	Hereditary hearing loss and deafness	
NF2	C0339789	Hereditary hearing loss and deafness	
NUBPL	C0339789	Hereditary hearing loss and deafness	
OTOA	C0339789	Hereditary hearing loss and deafness	
OTOF	C0339789	Hereditary hearing loss and deafness	
P2RX2	C0339789	Hereditary hearing loss and deafness	
PAX3	C0339789	Hereditary hearing loss and deafness	
PC	C0339789	Hereditary hearing loss and deafness	
PCDH15	C0339789	Hereditary hearing loss and deafness	
PDHA1	C0339789	Hereditary hearing loss and deafness	
PDHB	C0339789	Hereditary hearing loss and deafness	
PDHX	C0339789	Hereditary hearing loss and deafness	
PDZD7	C0339789	Hereditary hearing loss and deafness	
PET100	C0339789	Hereditary hearing loss and deafness	
PEX1	C0339789	Hereditary hearing loss and deafness	
PEX10	C0339789	Hereditary hearing loss and deafness	
PEX11B	C0339789	Hereditary hearing loss and deafness	
PEX12	C0339789	Hereditary hearing loss and deafness	
PEX13	C0339789	Hereditary hearing loss and deafness	
PEX14	C0339789	Hereditary hearing loss and deafness	
PEX16	C0339789	Hereditary hearing loss and deafness	
PEX19	C0339789	Hereditary hearing loss and deafness	
PEX2	C0339789	Hereditary hearing loss and deafness	
PEX26	C0339789	Hereditary hearing loss and deafness	
PEX3	C0339789	Hereditary hearing loss and deafness	
PEX5	C0339789	Hereditary hearing loss and deafness	
PEX6	C0339789	Hereditary hearing loss and deafness	
PEX7	C0339789	Hereditary hearing loss and deafness	
PJVK	C0339789	Hereditary hearing loss and deafness	
POU3F4	C0339789	Hereditary hearing loss and deafness	
POU4F3	C0339789	Hereditary hearing loss and deafness	
PRPS1	C0339789	Hereditary hearing loss and deafness	
PTPRQ	C0339789	Hereditary hearing loss and deafness	
RDX	C0339789	Hereditary hearing loss and deafness	
RRM2B	C0339789	Hereditary hearing loss and deafness	
S1PR2	C0339789	Hereditary hearing loss and deafness	
SCN4A	C0339789	Hereditary hearing loss and deafness	
SCO1	C0339789	Hereditary hearing loss and deafness	
SDHA	C0339789	Hereditary hearing loss and deafness	
SDHAF1	C0339789	Hereditary hearing loss and deafness	
SDHD	C0339789	Hereditary hearing loss and deafness	
SERPINB6	C0339789	Hereditary hearing loss and deafness	
SIX1	C0339789	Hereditary hearing loss and deafness	
SIX5	C0339789	Hereditary hearing loss and deafness	
SLC17A8	C0339789	Hereditary hearing loss and deafness	
SLC26A4	C0339789	Hereditary hearing loss and deafness	
SLC26A5	C0339789	Hereditary hearing loss and deafness	
SMPX	C0339789	Hereditary hearing loss and deafness	
SNAI2	C0339789	Hereditary hearing loss and deafness	
SOX10	C0339789	Hereditary hearing loss and deafness	
STRC	C0339789	Hereditary hearing loss and deafness	
SUCLA2	C0339789	Hereditary hearing loss and deafness	
SUCLG1	C0339789	Hereditary hearing loss and deafness	
SURF1	C0339789	Hereditary hearing loss and deafness	
TACO1	C0339789	Hereditary hearing loss and deafness	
TECTA	C0339789	Hereditary hearing loss and deafness	
TIMM8A	C0339789	Hereditary hearing loss and deafness	
TIMMDC1	C0339789	Hereditary hearing loss and deafness	
TMC1	C0339789	Hereditary hearing loss and deafness	
TMEM126B	C0339789	Hereditary hearing loss and deafness	
TMEM70	C0339789	Hereditary hearing loss and deafness	
TMIE	C0339789	Hereditary hearing loss and deafness	
TPRN	C0339789	Hereditary hearing loss and deafness	
TRIOBP	C0339789	Hereditary hearing loss and deafness	
TWNK	C0339789	Hereditary hearing loss and deafness	
USH1C	C0339789	Hereditary hearing loss and deafness	
USH1G	C0339789	Hereditary hearing loss and deafness	
USH2A	C0339789	Hereditary hearing loss and deafness	
WFS1	C0339789	Hereditary hearing loss and deafness	
WHRN	C0339789	Hereditary hearing loss and deafness	
ACTG1	C3711374	Nonsyndromic hearing loss and deafness	
ADCY1	C3711374	Nonsyndromic hearing loss and deafness	
ATP2B2	C3711374	Nonsyndromic hearing loss and deafness	
CCDC50	C3711374	Nonsyndromic hearing loss and deafness	
CDH23	C3711374	Nonsyndromic hearing loss and deafness	
CIB2	C3711374	Nonsyndromic hearing loss and deafness	
CLDN14	C3711374	Nonsyndromic hearing loss and deafness	
CLPP	C3711374	Nonsyndromic hearing loss and deafness	
COCH	C3711374	Nonsyndromic hearing loss and deafness	
COL11A2	C3711374	Nonsyndromic hearing loss and deafness	
DCDC2	C3711374	Nonsyndromic hearing loss and deafness	
DFNA5	C3711374	Nonsyndromic hearing loss and deafness	
DIABLO	C3711374	Nonsyndromic hearing loss and deafness	
DIAPH1	C3711374	Nonsyndromic hearing loss and deafness	
ESPN	C3711374	Nonsyndromic hearing loss and deafness	
ESRRB	C3711374	Nonsyndromic hearing loss and deafness	
EYA4	C3711374	Nonsyndromic hearing loss and deafness	
FOXI1	C3711374	Nonsyndromic hearing loss and deafness	
GIPC3	C3711374	Nonsyndromic hearing loss and deafness	
GJB2	C3711374	Nonsyndromic hearing loss and deafness	
GJB3	C3711374	Nonsyndromic hearing loss and deafness	
GJB6	C3711374	Nonsyndromic hearing loss and deafness	
GPSM2	C3711374	Nonsyndromic hearing loss and deafness	
GRHL2	C3711374	Nonsyndromic hearing loss and deafness	
GRXCR1	C3711374	Nonsyndromic hearing loss and deafness	
HGF	C3711374	Nonsyndromic hearing loss and deafness	
ILDR1	C3711374	Nonsyndromic hearing loss and deafness	
KARS	C3711374	Nonsyndromic hearing loss and deafness	
KCNJ10	C3711374	Nonsyndromic hearing loss and deafness	
KCNQ4	C3711374	Nonsyndromic hearing loss and deafness	
LHFPL5	C3711374	Nonsyndromic hearing loss and deafness	
LOXHD1	C3711374	Nonsyndromic hearing loss and deafness	
LRTOMT	C3711374	Nonsyndromic hearing loss and deafness	
MARVELD2	C3711374	Nonsyndromic hearing loss and deafness	
MIR96	C3711374	Nonsyndromic hearing loss and deafness	
MSRB3	C3711374	Nonsyndromic hearing loss and deafness	
MT-CO1	C3711374	Nonsyndromic hearing loss and deafness	
MT-RNR1	C3711374	Nonsyndromic hearing loss and deafness	
MT-TS1	C3711374	Nonsyndromic hearing loss and deafness	
MYH14	C3711374	Nonsyndromic hearing loss and deafness	
MYH9	C3711374	Nonsyndromic hearing loss and deafness	
MYO15A	C3711374	Nonsyndromic hearing loss and deafness	
MYO1A	C3711374	Nonsyndromic hearing loss and deafness	
MYO3A	C3711374	Nonsyndromic hearing loss and deafness	
MYO6	C3711374	Nonsyndromic hearing loss and deafness	
MYO7A	C3711374	Nonsyndromic hearing loss and deafness	
OTOA	C3711374	Nonsyndromic hearing loss and deafness	
OTOF	C3711374	Nonsyndromic hearing loss and deafness	
P2RX2	C3711374	Nonsyndromic hearing loss and deafness	
PCDH15	C3711374	Nonsyndromic hearing loss and deafness	
PJVK	C3711374	Nonsyndromic hearing loss and deafness	
POU3F4	C3711374	Nonsyndromic hearing loss and deafness	
POU4F3	C3711374	Nonsyndromic hearing loss and deafness	
PTPRQ	C3711374	Nonsyndromic hearing loss and deafness	
RDX	C3711374	Nonsyndromic hearing loss and deafness	
S1PR2	C3711374	Nonsyndromic hearing loss and deafness	
SERPINB6	C3711374	Nonsyndromic hearing loss and deafness	
SIX1	C3711374	Nonsyndromic hearing loss and deafness	
SLC17A8	C3711374	Nonsyndromic hearing loss and deafness	
SLC26A4	C3711374	Nonsyndromic hearing loss and deafness	
SLC26A5	C3711374	Nonsyndromic hearing loss and deafness	
STRC	C3711374	Nonsyndromic hearing loss and deafness	
TECTA	C3711374	Nonsyndromic hearing loss and deafness	
TMC1	C3711374	Nonsyndromic hearing loss and deafness	
TMIE	C3711374	Nonsyndromic hearing loss and deafness	
TPRN	C3711374	Nonsyndromic hearing loss and deafness	
TRIOBP	C3711374	Nonsyndromic hearing loss and deafness	
USH1C	C3711374	Nonsyndromic hearing loss and deafness	
WFS1	C3711374	Nonsyndromic hearing loss and deafness	
WHRN	C3711374	Nonsyndromic hearing loss and deafness	
ACTG1	C0443147	Autosomal dominant non-syndromic sensorineural deafness type DFNA	
CCDC50	C0443147	Autosomal dominant non-syndromic sensorineural deafness type DFNA	
COCH	C0443147	Autosomal dominant non-syndromic sensorineural deafness type DFNA	
COL11A2	C0443147	Autosomal dominant non-syndromic sensorineural deafness type DFNA	
DFNA5	C0443147	Autosomal dominant non-syndromic sensorineural deafness type DFNA	
DIABLO	C0443147	Autosomal dominant non-syndromic sensorineural deafness type DFNA	
DIAPH1	C0443147	Autosomal dominant non-syndromic sensorineural deafness type DFNA	
EYA4	C0443147	Autosomal dominant non-syndromic sensorineural deafness type DFNA	
GJB2	C0443147	Autosomal dominant non-syndromic sensorineural deafness type DFNA	
GJB3	C0443147	Autosomal dominant non-syndromic sensorineural deafness type DFNA	
GJB6	C0443147	Autosomal dominant non-syndromic sensorineural deafness type DFNA	
GRHL2	C0443147	Autosomal dominant non-syndromic sensorineural deafness type DFNA	
KCNQ4	C0443147	Autosomal dominant non-syndromic sensorineural deafness type DFNA	
MIR96	C0443147	Autosomal dominant non-syndromic sensorineural deafness type DFNA	
MYH14	C0443147	Autosomal dominant non-syndromic sensorineural deafness type DFNA	
MYH9	C0443147	Autosomal dominant non-syndromic sensorineural deafness type DFNA	
MYO1A	C0443147	Autosomal dominant non-syndromic sensorineural deafness type DFNA	
MYO6	C0443147	Autosomal dominant non-syndromic sensorineural deafness type DFNA	
MYO7A	C0443147	Autosomal dominant non-syndromic sensorineural deafness type DFNA	
P2RX2	C0443147	Autosomal dominant non-syndromic sensorineural deafness type DFNA	
POU4F3	C0443147	Autosomal dominant non-syndromic sensorineural deafness type DFNA	
SIX1	C0443147	Autosomal dominant non-syndromic sensorineural deafness type DFNA	
SLC17A8	C0443147	Autosomal dominant non-syndromic sensorineural deafness type DFNA	
TECTA	C0443147	Autosomal dominant non-syndromic sensorineural deafness type DFNA	
TMC1	C0443147	Autosomal dominant non-syndromic sensorineural deafness type DFNA	
WFS1	C0443147	Autosomal dominant non-syndromic sensorineural deafness type DFNA	
ACTN1	C0005818	Platelet-type bleeding disorder 15	
ACTN4	C0333497	Focal segmental glomerulosclerosis 1	
ACTN4	C0017668	Focal segmental glomerulosclerosis	
INF2	C0017668	Focal segmental glomerulosclerosis	
TRPC6	C0017668	Focal segmental glomerulosclerosis	
ACTN4	C0439660	Hereditary nephrotic syndrome	
INF2	C0439660	Hereditary nephrotic syndrome	
NPHS1	C0439660	Hereditary nephrotic syndrome	
NPHS2	C0439660	Hereditary nephrotic syndrome	
TRPC6	C0439660	Hereditary nephrotic syndrome	
WT1	C0439660	Hereditary nephrotic syndrome	
ACVR1	C0016037	Progressive myositis ossificans	
ACVR2B	C3151057	Heterotaxy, visceral, 4, autosomal	
ACVRL1	C0039445	Hereditary hemorrhagic telangiectasia type 2	
ENG	C0039445	Hereditary hemorrhagic telangiectasia type 2	
SMAD4	C0039445	Hereditary hemorrhagic telangiectasia type 2	
ACY1	C1835922	Aminoacylase 1 deficiency	
ADA	C0085110	Severe combined immunodeficiency due to ADA deficiency	
IL2RG	C0085110	Severe combined immunodeficiency due to ADA deficiency	
ADA2	C0031036	Polyarteritis nodosa	
ADA2	C0282492	Idiopathic livedo reticularis with systemic involvement	
ADAM10	C0406811	Reticulate acropigmentation of Kitamura	
ADAM10	C3810041	Alzheimer disease 18	
ADAM17	C0333348	Inflammatory skin and bowel disease, neonatal 1	
ADAM9	C1423873	Cone-rod dystrophy 9	
ADAMTS10	C1869114	Weill-Marchesani syndrome 1	
ADAMTS10	C0265313	Weill-Marchesani syndrome	
FBN1	C0265313	Weill-Marchesani syndrome	
LTBP2	C0265313	Weill-Marchesani syndrome	
ADAMTS13	C1268935	Upshaw-Schulman syndrome	
ADAMTS17	C2750787	Weill-Marchesani-like syndrome	
ADAMTS18	C3809567	Microcornea, myopic chorioretinal atrophy, and telecanthus	
ADAMTS2	C0013720	Ehlers-Danlos syndrome, type vii, autosomal recessive	
COL1A1	C0013720	Ehlers-Danlos syndrome, type vii, autosomal recessive	
COL1A2	C0013720	Ehlers-Danlos syndrome, type vii, autosomal recessive	
ADAMTSL2	C3278147	Geleophysic dysplasia 1	
ADAMTSL4	C1644196	Ectopia lentis et pupillae	
ADAMTSL4	C0013581	Ectopia lentis, isolated autosomal recessive	
FBN1	C0013581	Ectopia lentis, isolated autosomal recessive	
ADAR	C0406775	Symmetrical dyschromatosis of extremities	
ADAR	C3539013	Aicardi-goutieres syndrome 6	
ADAT3	C3809039	Mental retardation, autosomal recessive 36	
ADCY1	C0011053	Deafness, autosomal recessive 44	
ADCY10	C0342639	Familial idiopathic hypercalciuria	
ADCY5	C1847627	Dyskinesia, familial, with facial myokymia	
ADCY6	C4225385	Lethal congenital contracture syndrome 8	
ADD1	C0085580	Essential hypertension	
AGT	C0085580	Essential hypertension	
AGTR1	C0085580	Essential hypertension	
ATP1B1	C0085580	Essential hypertension	
CYP3A5	C0085580	Essential hypertension	
ECE1	C0085580	Essential hypertension	
GNB3	C0085580	Essential hypertension	
NOS2	C0085580	Essential hypertension	
NOS3	C0085580	Essential hypertension	
PTGIS	C0085580	Essential hypertension	
