Gene Symbol	CUI Term	Phenotype Name	
TRK-TTT4-1	C0003864	Arthritis, Rheumatoid	
TRX-CAT1-7	C0003864	Arthritis, Rheumatoid	
ACOXL	C0003864	Arthritis, Rheumatoid	
EOMES	C0003864	Arthritis, Rheumatoid	
HLA-S	C0003864	Arthritis, Rheumatoid	
MICA	C0003864	Arthritis, Rheumatoid	
SFTPD	C0003864	Arthritis, Rheumatoid	
TXNDC11	C0003864	Arthritis, Rheumatoid	
ZC3H7A	C0003864	Arthritis, Rheumatoid	
MIR5192	C0003864	Arthritis, Rheumatoid	
TMEM17	C0003864	Arthritis, Rheumatoid	
IRX1	C0003864	Arthritis, Rheumatoid	
LINC01020	C0003864	Arthritis, Rheumatoid	
SPATA8	C0003864	Arthritis, Rheumatoid	
LINC00923	C0003864	Arthritis, Rheumatoid	
MRPL35P1	C0003864	Arthritis, Rheumatoid	
CD83	C0003864	Arthritis, Rheumatoid	
FADS2	C0003864	Arthritis, Rheumatoid	
CDK12	C0003864	Arthritis, Rheumatoid	
NEUROD2	C0003864	Arthritis, Rheumatoid	
SMIM21	C0003864	Arthritis, Rheumatoid	
ZNF516	C0003864	Arthritis, Rheumatoid	
TEC	C0003864	Arthritis, Rheumatoid	
MIR4464	C0003864	Arthritis, Rheumatoid	
MAP3K7	C0003864	Arthritis, Rheumatoid	
USF1P1	C0003864	Arthritis, Rheumatoid	
IFNGR2	C0003864	Arthritis, Rheumatoid	
RPS12P4	C0003864	Arthritis, Rheumatoid	
C2orf91	C0003864	Arthritis, Rheumatoid	
ZNF365	C0003864	Arthritis, Rheumatoid	
PSMA4	C0003864	Arthritis, Rheumatoid	
SPSB1	C0003864	Arthritis, Rheumatoid	
PGBD4P8	C0003864	Arthritis, Rheumatoid	
NFIA	C0003864	Arthritis, Rheumatoid	
RPP14	C0003864	Arthritis, Rheumatoid	
FAM107A	C0003864	Arthritis, Rheumatoid	
RNA5SP299	C0003864	Arthritis, Rheumatoid	
LINC00709	C0003864	Arthritis, Rheumatoid	
LOC101927437	C0003864	Arthritis, Rheumatoid	
CLYBL	C0003864	Arthritis, Rheumatoid	
OS9	C0003864	Arthritis, Rheumatoid	
KIF5A	C0003864	Arthritis, Rheumatoid	
MMEL1	C0003864	Arthritis, Rheumatoid	
TRN-GTT2-2	C0003864	Arthritis, Rheumatoid	
TRG-TCC4-1	C0003864	Arthritis, Rheumatoid	
CNTN6	C0003864	Arthritis, Rheumatoid	
RPL23AP38	C0003864	Arthritis, Rheumatoid	
GUSBP1	C0003864	Arthritis, Rheumatoid	
CDH12	C0003864	Arthritis, Rheumatoid	
GALNT18	C0003864	Arthritis, Rheumatoid	
PRR5L	C0003864	Arthritis, Rheumatoid	
TRAF6	C0003864	Arthritis, Rheumatoid	
NFYAP1	C0003864	Arthritis, Rheumatoid	
LGMNP1	C0003864	Arthritis, Rheumatoid	
JDP2	C0003864	Arthritis, Rheumatoid	
BATF	C0003864	Arthritis, Rheumatoid	
RIT2	C0003864	Arthritis, Rheumatoid	
FCRL3	C0003864	Arthritis, Rheumatoid	
SONP1	C0003864	Arthritis, Rheumatoid	
LOC730100	C0003864	Arthritis, Rheumatoid	
CCNG2	C0003864	Arthritis, Rheumatoid	
FTLP9	C0003864	Arthritis, Rheumatoid	
TRPS1	C0003864	Arthritis, Rheumatoid	
LINC00536	C0003864	Arthritis, Rheumatoid	
PRKCQ-AS1	C0003864	Arthritis, Rheumatoid	
LINC00706	C0003864	Arthritis, Rheumatoid	
NDUFB8P3	C0003864	Arthritis, Rheumatoid	
APIP	C0003864	Arthritis, Rheumatoid	
ENOX1	C0003864	Arthritis, Rheumatoid	
MDGA2	C0003864	Arthritis, Rheumatoid	
MIR4510	C0003864	Arthritis, Rheumatoid	
COX6CP4	C0003864	Arthritis, Rheumatoid	
SLC6A11	C0003864	Arthritis, Rheumatoid	
ZNF175	C0003864	Arthritis, Rheumatoid	
EBF4	C0003864	Arthritis, Rheumatoid	
RPL19P1	C0003864	Arthritis, Rheumatoid	
ARL14	C0003864	Arthritis, Rheumatoid	
PPM1L	C0003864	Arthritis, Rheumatoid	
RPS14P10	C0003864	Arthritis, Rheumatoid	
RPS15AP22	C0003864	Arthritis, Rheumatoid	
GDAP1	C0003864	Arthritis, Rheumatoid	
MIR5681A	C0003864	Arthritis, Rheumatoid	
CICP20	C0003864	Arthritis, Rheumatoid	
IGFBP1	C0003864	Arthritis, Rheumatoid	
BMPR1APS2	C0003864	Arthritis, Rheumatoid	
SORL1	C0003864	Arthritis, Rheumatoid	
SV2B	C0003864	Arthritis, Rheumatoid	
TRY-GTA12-1	C0003864	Arthritis, Rheumatoid	
WDR27	C0003864	Arthritis, Rheumatoid	
LINC00924	C0003864	Arthritis, Rheumatoid	
NR2F2-AS1	C0003864	Arthritis, Rheumatoid	
N4BP1	C0003864	Arthritis, Rheumatoid	
PHACTR3	C0003864	Arthritis, Rheumatoid	
KIAA1109	C0003864	Arthritis, Rheumatoid	
LINC00452	C0003864	Arthritis, Rheumatoid	
ETFA	C0003864	Arthritis, Rheumatoid	
MED1	C0003864	Arthritis, Rheumatoid	
FGFR2	C1458155	Breast Neoplasms	
CASC16	C1458155	Breast Neoplasms	
IFITM9P	C1458155	Breast Neoplasms	
CCND1	C1458155	Breast Neoplasms	
TNP1	C1458155	Breast Neoplasms	
DIRC3	C1458155	Breast Neoplasms	
FGF10-AS1	C1458155	Breast Neoplasms	
MRPS30	C1458155	Breast Neoplasms	
ZNF365	C1458155	Breast Neoplasms	
RPL26P19	C1458155	Breast Neoplasms	
MAP3K1	C1458155	Breast Neoplasms	
CHCHD4P2	C1458155	Breast Neoplasms	
RPL36P14	C1458155	Breast Neoplasms	
PTHLH	C1458155	Breast Neoplasms	
CCDC91	C1458155	Breast Neoplasms	
SLC4A7	C1458155	Breast Neoplasms	
EMBP1	C1458155	Breast Neoplasms	
USP44	C1458155	Breast Neoplasms	
PGAM1P5	C1458155	Breast Neoplasms	
ZMIZ1	C1458155	Breast Neoplasms	
TBX3	C1458155	Breast Neoplasms	
UBA52P7	C1458155	Breast Neoplasms	
CCDC170	C1458155	Breast Neoplasms	
TOX3	C1458155	Breast Neoplasms	
RAD51B	C1458155	Breast Neoplasms	
MKL1	C1458155	Breast Neoplasms	
ESR1	C1458155	Breast Neoplasms	
HIGD1AP6	C1458155	Breast Neoplasms	
HNF4G	C1458155	Breast Neoplasms	
CDYL2	C1458155	Breast Neoplasms	
ADAM29	C1458155	Breast Neoplasms	
NRIP1	C1458155	Breast Neoplasms	
CYCSP42	C1458155	Breast Neoplasms	
DNAJC1	C1458155	Breast Neoplasms	
ADIPOR1P1	C1458155	Breast Neoplasms	
LINC01488	C1458155	Breast Neoplasms	
SEMA3A	C1458155	Breast Neoplasms	
ELL	C1458155	Breast Neoplasms	
EBF1	C1458155	Breast Neoplasms	
MLLT10	C1458155	Breast Neoplasms	
FTO	C1458155	Breast Neoplasms	
ERBB4	C1458155	Breast Neoplasms	
RPL17P33	C1458155	Breast Neoplasms	
LINC00589	C1458155	Breast Neoplasms	
PAX9	C1458155	Breast Neoplasms	
STXBP4	C1458155	Breast Neoplasms	
BABAM1	C1458155	Breast Neoplasms	
NTRK3	C1458155	Breast Neoplasms	
LOC101928890	C1458155	Breast Neoplasms	
TRIM33	C1458155	Breast Neoplasms	
NOV	C1458155	Breast Neoplasms	
ENPP2	C1458155	Breast Neoplasms	
MDM4	C1458155	Breast Neoplasms	
ITPR1	C1458155	Breast Neoplasms	
UST	C1458155	Breast Neoplasms	
TAB2	C1458155	Breast Neoplasms	
PELI2	C1458155	Breast Neoplasms	
NEK10	C1458155	Breast Neoplasms	
TERT	C1458155	Breast Neoplasms	
THSD4	C1458155	Breast Neoplasms	
LINC01122	C1458155	Breast Neoplasms	
RNA5SP94	C1458155	Breast Neoplasms	
ADGRB3	C1458155	Breast Neoplasms	
RPL32P28	C1458155	Breast Neoplasms	
LINC00395	C1458155	Breast Neoplasms	
OVOL1-AS1	C1458155	Breast Neoplasms	
SNX32	C1458155	Breast Neoplasms	
CYYR1	C1458155	Breast Neoplasms	
CYYR1-AS1	C1458155	Breast Neoplasms	
MAPKAPK5P1	C1458155	Breast Neoplasms	
PHB2P1	C1458155	Breast Neoplasms	
LSP1	C1458155	Breast Neoplasms	
PRR33	C1458155	Breast Neoplasms	
LINC01101	C1458155	Breast Neoplasms	
GLI2	C1458155	Breast Neoplasms	
MIR1208	C1458155	Breast Neoplasms	
LINC00824	C1458155	Breast Neoplasms	
MIER3	C1458155	Breast Neoplasms	
GPBP1	C1458155	Breast Neoplasms	
ARHGEF5	C1458155	Breast Neoplasms	
PEX14	C1458155	Breast Neoplasms	
PCAT18	C1458155	Breast Neoplasms	
AQP4	C1458155	Breast Neoplasms	
KCNN4	C1458155	Breast Neoplasms	
SETD9	C1458155	Breast Neoplasms	
CCDC88C	C1458155	Breast Neoplasms	
RALB	C1458155	Breast Neoplasms	
INHBB	C1458155	Breast Neoplasms	
PKNOX2	C1458155	Breast Neoplasms	
RPS27P20	C1458155	Breast Neoplasms	
TMEM45B	C1458155	Breast Neoplasms	
ARRDC3-AS1	C1458155	Breast Neoplasms	
RAB5CP2	C1458155	Breast Neoplasms	
EMID1	C1458155	Breast Neoplasms	
FOXQ1	C1458155	Breast Neoplasms	
FOXF2	C1458155	Breast Neoplasms	
RANBP9	C1458155	Breast Neoplasms	
MCUR1	C1458155	Breast Neoplasms	
RPL17P25	C1458155	Breast Neoplasms	
FAM46A	C1458155	Breast Neoplasms	
ZC3H11A	C1458155	Breast Neoplasms	
ZBED6	C1458155	Breast Neoplasms	
LGR6	C1458155	Breast Neoplasms	
DLX2	C1458155	Breast Neoplasms	
ITGA6	C1458155	Breast Neoplasms	
KLF4	C1458155	Breast Neoplasms	
RPL36AP6	C1458155	Breast Neoplasms	
TBX5-AS1	C1458155	Breast Neoplasms	
OSTF1P1	C1458155	Breast Neoplasms	
RALY	C1458155	Breast Neoplasms	
DCLRE1B	C1458155	Breast Neoplasms	
AP4B1	C1458155	Breast Neoplasms	
RNA5SP109	C1458155	Breast Neoplasms	
RPL7P61	C1458155	Breast Neoplasms	
TGFBR2	C1458155	Breast Neoplasms	
LINC01153	C1458155	Breast Neoplasms	
RPS2P18	C1458155	Breast Neoplasms	
CDCA7	C1458155	Breast Neoplasms	
RPL5P15	C1458155	Breast Neoplasms	
PDE4D	C1458155	Breast Neoplasms	
RNF146	C1458155	Breast Neoplasms	
CDKN2B-AS1	C1458155	Breast Neoplasms	
TCF7L2	C1458155	Breast Neoplasms	
CHST9	C1458155	Breast Neoplasms	
LINC01140	C1458155	Breast Neoplasms	
LMO4	C1458155	Breast Neoplasms	
TET2	C1458155	Breast Neoplasms	
GNAI2P1	C1458155	Breast Neoplasms	
RPL30P11	C1458155	Breast Neoplasms	
PRC1	C1458155	Breast Neoplasms	
RCCD1	C1458155	Breast Neoplasms	
PRC1-AS1	C1458155	Breast Neoplasms	
ANKLE1	C1458155	Breast Neoplasms	
LINC01376	C1458155	Breast Neoplasms	
MIR4757	C1458155	Breast Neoplasms	
AREG	C1458155	Breast Neoplasms	
BTC	C1458155	Breast Neoplasms	
SV2C	C1458155	Breast Neoplasms	
BRCA2	C1458155	Breast Neoplasms	
LINC00160	C1458155	Breast Neoplasms	
COL1A1	C1458155	Breast Neoplasms	
SIAH2	C1458155	Breast Neoplasms	
CTNNA2	C1458155	Breast Neoplasms	
TNIP3	C1458155	Breast Neoplasms	
RPS12P25	C1458155	Breast Neoplasms	
MTHFS	C1458155	Breast Neoplasms	
SNRPEP8	C1458155	Breast Neoplasms	
PCDH15	C1458155	Breast Neoplasms	
CLEC18B	C1458155	Breast Neoplasms	
GLG1	C1458155	Breast Neoplasms	
HSCB	C1458155	Breast Neoplasms	
CCDC117	C1458155	Breast Neoplasms	
PARVB	C1458155	Breast Neoplasms	
LOC101927835	C1458155	Breast Neoplasms	
NRBF2P5	C1458155	Breast Neoplasms	
TRV-TAC3-1	C1458155	Breast Neoplasms	
MIR4493	C1458155	Breast Neoplasms	
GRAMD1B	C1458155	Breast Neoplasms	
ZNF613	C1458155	Breast Neoplasms	
HCN1	C1458155	Breast Neoplasms	
MIR548P	C1458155	Breast Neoplasms	
GTF3AP4	C1458155	Breast Neoplasms	
TNNT3	C1458155	Breast Neoplasms	
CHCHD3P2	C1458155	Breast Neoplasms	
RPL31P48	C1458155	Breast Neoplasms	
PIGH	C1458155	Breast Neoplasms	
CABLES1	C1458155	Breast Neoplasms	
CFB	C0024141	Lupus Erythematosus, Systemic	
STAT4	C0024141	Lupus Erythematosus, Systemic	
TNPO3	C0024141	Lupus Erythematosus, Systemic	
TNXB	C0024141	Lupus Erythematosus, Systemic	
NCF2	C0024141	Lupus Erythematosus, Systemic	
ITGAM	C0024141	Lupus Erythematosus, Systemic	
IRF5	C0024141	Lupus Erythematosus, Systemic	
MSH5-SAPCD1	C0024141	Lupus Erythematosus, Systemic	
MSH5	C0024141	Lupus Erythematosus, Systemic	
TNIP1	C0024141	Lupus Erythematosus, Systemic	
TNFSF4	C0024141	Lupus Erythematosus, Systemic	
RPL26P11	C0024141	Lupus Erythematosus, Systemic	
TNFAIP3	C0024141	Lupus Erythematosus, Systemic	
RPSAP42	C0024141	Lupus Erythematosus, Systemic	
TPI1P2	C0024141	Lupus Erythematosus, Systemic	
PTPN22	C0024141	Lupus Erythematosus, Systemic	
HLA-DQA1	C0024141	Lupus Erythematosus, Systemic	
PTTG1	C0024141	Lupus Erythematosus, Systemic	
MIR3142	C0024141	Lupus Erythematosus, Systemic	
KIRREL3-AS3	C0024141	Lupus Erythematosus, Systemic	
ETS1	C0024141	Lupus Erythematosus, Systemic	
FAM167A	C0024141	Lupus Erythematosus, Systemic	
BLK	C0024141	Lupus Erythematosus, Systemic	
HLA-DRB1	C0024141	Lupus Erythematosus, Systemic	
KCP	C0024141	Lupus Erythematosus, Systemic	
MIR1343	C0024141	Lupus Erythematosus, Systemic	
CD44	C0024141	Lupus Erythematosus, Systemic	
C7orf72	C0024141	Lupus Erythematosus, Systemic	
IKZF1	C0024141	Lupus Erythematosus, Systemic	
UBE2L3	C0024141	Lupus Erythematosus, Systemic	
HLA-DQB2	C0024141	Lupus Erythematosus, Systemic	
NADSYN1	C0024141	Lupus Erythematosus, Systemic	
LOC100506023	C0024141	Lupus Erythematosus, Systemic	
CYCSP20	C0024141	Lupus Erythematosus, Systemic	
MIR6774	C0024141	Lupus Erythematosus, Systemic	
LINC01082	C0024141	Lupus Erythematosus, Systemic	
STK19	C0024141	Lupus Erythematosus, Systemic	
DXO	C0024141	Lupus Erythematosus, Systemic	
C2	C0024141	Lupus Erythematosus, Systemic	
ZBTB12	C0024141	Lupus Erythematosus, Systemic	
HLA-DQB1	C0024141	Lupus Erythematosus, Systemic	
MTCO3P1	C0024141	Lupus Erythematosus, Systemic	
BTNL2	C0024141	Lupus Erythematosus, Systemic	
HLA-DRA	C0024141	Lupus Erythematosus, Systemic	
BANK1	C0024141	Lupus Erythematosus, Systemic	
GPR19	C0024141	Lupus Erythematosus, Systemic	
DGUOK-AS1	C0024141	Lupus Erythematosus, Systemic	
CLEC16A	C0024141	Lupus Erythematosus, Systemic	
TREH	C0024141	Lupus Erythematosus, Systemic	
DDX6	C0024141	Lupus Erythematosus, Systemic	
C6orf10	C0024141	Lupus Erythematosus, Systemic	
CD80	C0024141	Lupus Erythematosus, Systemic	
APOM	C0024141	Lupus Erythematosus, Systemic	
